what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1289215486668
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1289215486668
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.close",1289215486679
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1289215486923
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1289215486924
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.close",1289215486941
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1289215487805
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1289215487829
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289215490216
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289215490303
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1289215491988
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1289215493150
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1289215493150
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.close",1289215493166
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1289215494469
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1289215494505
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289215499408
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289215499478
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289215504225
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289215504319
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289215509729
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289215509800
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289215514508
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289215514575
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1289215516814
