what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.wordNext",1289216981585
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.wordNext",1289216981734
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.wordNext",1289216982019
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.wordNext",1289216982312
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.wordNext",1289216983082
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1289216984476
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1289216985335
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1289216995746
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1289216995942
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1289216996107
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1289216999982
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289217045930
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289217048090
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1289217050860
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1289217055249
activated,editor,org.eclipse.ant.ui,3.4.1.v20090901_r351,"org.eclipse.ant.ui.internal.editor.AntEditor",1289217065434
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1289217066667
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289217068970
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289217074070
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: DocumentSigningDemoWebApp",1289217074299
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289217078142
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289217081560
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1289217081577
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289217093343
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289217115745
