what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1289214712726
started,bundle,org.eclipse.jdt.junit,3.5.1.r351_v20090708-0800,"org.eclipse.jdt.junit",1289214714803
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1289214718611
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1289214718612
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289214741348
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289214747725
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289214761189
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289214766450
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1289214768398
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289214773081
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289214790159
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289214790685
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289214826685
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289214830338
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1289214831468
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289214838991
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289214840848
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289214843519
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289214844557
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289214865211
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1289214866739
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289214884471
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289214887626
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289214895060
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289214901681
