what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.refresh",1289224216086
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.refresh",1289224218129
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.refresh",1289224218505
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289224220373
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289224221298
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1289224221310
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289224222990
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289224223797
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1289224223823
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.refresh",1289224227436
executed,command,org.eclipse.ant.ui,3.4.1.v20090901_r351,"org.eclipse.ant.ui.antShortcut.run",1289224231603
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.refresh",1289224235545
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.refresh",1289224237850
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1289224239699
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1289224239835
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289224240592
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289224241690
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289224241803
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289224249694
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289224252048
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289224301308
activated,editor,org.eclipse.ant.ui,3.4.1.v20090901_r351,"org.eclipse.ant.ui.internal.editor.AntEditor",1289224301920
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1289224322147
activated,editor,org.eclipse.ant.ui,3.4.1.v20090901_r351,"org.eclipse.ant.ui.internal.editor.AntEditor",1289224325541
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1289224327201
