what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.wordNext",1289222501863
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.wordNext",1289222502023
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.wordNext",1289222502426
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.wordPrevious",1289222503729
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1289222505666
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1289222505839
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.window.maximizePart",1289222506755
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289222508142
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289222508263
activated,editor,org.eclipse.ant.ui,3.4.1.v20090901_r351,"org.eclipse.ant.ui.internal.editor.AntEditor",1289222508329
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.window.nextEditor",1289222508329
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1289222509540
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1289222510435
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordPrevious",1289222548029
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordPrevious",1289222548160
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordPrevious",1289222548302
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289222550855
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289222624527
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289222628542
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289222629506
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289222629650
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289222632451
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289222633035
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1289222636986
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordPrevious",1289222638425
